city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount
1,110,3,1,0,0,acept,not furnished,2000
1,35,1,2,1,3,not acept,furnished,3081
1,320,3,3,8,0,acept,not furnished,5500
1,50,1,1,0,1,acept,not furnished,750
1,128,3,3,0,3,acept,furnished,12000
1,70,2,1,1,1,acept,not furnished,1100
1,277,3,2,1,11,acept,not furnished,7800
1,200,4,4,3,9,acept,furnished,5000
1,70,2,2,1,1,acept,not furnished,1000
1,50,1,1,1,3,acept,not furnished,1900
1,130,3,3,2,3,acept,not furnished,4000
1,600,6,5,5,0,acept,furnished,12000
1,135,3,3,0,1,not acept,not furnished,3810
1,27,1,1,0,5,not acept,not furnished,3500
1,197,3,1,2,0,acept,not furnished,2100
1,400,10,5,8,0,acept,not furnished,10900
0,92,3,2,3,1,acept,furnished,2525
1,119,3,3,1,8,not acept,furnished,3750
1,16,1,1,0,2,acept,not furnished,899
1,45,2,1,1,8,acept,not furnished,2010
1,57,2,1,1,5,acept,furnished,2450
1,22,1,1,0,5,acept,not furnished,1600
1,116,3,2,2,5,acept,not furnished,3800
1,33,1,1,0,3,acept,not furnished,1650
0,250,4,4,0,0,acept,not furnished,3825
1,128,2,3,2,1,acept,not furnished,7500
1,58,2,2,0,2,acept,not furnished,1250
1,105,3,2,2,6,acept,not furnished,2583
1,41,1,1,1,3,acept,furnished,2800
1,90,3,1,1,1,acept,not furnished,3000
1,100,3,3,2,2,not acept,not furnished,2300
1,890,5,6,8,0,not acept,not furnished,11000
1,180,3,4,3,5,acept,furnished,9000
1,136,3,3,2,8,not acept,furnished,9900
1,175,1,3,2,19,not acept,furnished,4142
0,100,3,2,2,3,acept,not furnished,1200
1,65,2,2,1,9,acept,not furnished,1550
1,50,2,1,0,2,not acept,not furnished,1000
1,105,3,3,1,5,acept,not furnished,2150
1,108,3,3,2,3,acept,not furnished,4800
1,55,1,1,0,1,not acept,not furnished,730
1,46,2,1,1,5,acept,not furnished,1418
1,71,3,4,0,0,acept,not furnished,4000
1,93,3,2,2,10,acept,not furnished,2600
1,60,2,2,1,11,acept,furnished,6000
1,250,3,2,5,0,not acept,not furnished,4500
1,150,3,3,2,3,acept,furnished,2000
1,90,2,1,1,1,acept,not furnished,3000
1,140,3,3,3,7,not acept,not furnished,8000
0,68,2,1,0,0,acept,not furnished,1650
1,530,4,5,6,0,acept,not furnished,5950
1,141,4,3,2,3,acept,not furnished,4325
1,44,2,1,0,3,acept,not furnished,1200
1,50,2,1,1,1,not acept,not furnished,1439
1,216,3,5,0,14,not acept,furnished,15000
1,60,2,2,1,1,acept,not furnished,2514
1,20,1,1,0,0,acept,not furnished,1200
1,250,3,4,0,1,acept,furnished,10000
0,92,3,2,2,13,acept,furnished,3200
1,90,2,1,1,0,not acept,not furnished,2250
1,60,2,2,2,2,acept,not furnished,3570
1,32,1,1,0,1,not acept,not furnished,1290
1,50,1,1,1,0,acept,not furnished,2592
1,250,4,5,4,1,acept,not furnished,12000
1,350,4,5,4,2,acept,furnished,15000
0,73,3,2,2,6,not acept,not furnished,1500
1,74,3,2,1,14,acept,not furnished,1980
0,200,3,2,3,0,acept,not furnished,2000
1,230,2,3,1,1,acept,furnished,12000
1,200,3,2,5,0,acept,not furnished,7000
1,40,2,1,0,16,not acept,not furnished,1644
1,71,2,1,1,7,acept,not furnished,2559
0,200,3,3,2,0,acept,not furnished,2210
1,60,2,1,0,0,acept,not furnished,1700
1,170,6,5,1,0,acept,not furnished,3468
1,298,4,6,5,0,acept,furnished,8450
1,75,3,2,1,8,not acept,not furnished,1900
1,480,4,6,5,0,acept,not furnished,15000
1,142,3,4,2,4,acept,not furnished,4500
1,77,3,1,2,6,acept,not furnished,3400
1,15,1,1,0,1,not acept,furnished,1550
1,350,3,4,3,8,acept,furnished,8000
1,35,1,1,0,0,not acept,not furnished,1100
1,350,7,4,2,0,not acept,not furnished,8000
1,60,2,2,2,6,acept,not furnished,2200
1,125,3,2,1,9,acept,not furnished,4655
1,68,2,2,2,8,acept,furnished,3419
1,280,3,4,2,0,acept,not furnished,7000
1,390,4,4,5,8,not acept,furnished,8600
1,198,5,5,2,1,acept,not furnished,3801
1,330,6,4,3,0,acept,not furnished,13000
1,430,4,3,4,0,acept,not furnished,8500
1,79,3,2,2,11,acept,not furnished,2600
1,100,1,1,0,0,not acept,not furnished,950
1,130,2,1,0,0,acept,furnished,4450
1,130,3,2,0,1,acept,furnished,4800
1,80,2,2,1,0,acept,not furnished,2600
1,45,2,1,0,0,not acept,not furnished,1450
0,45,1,1,1,15,acept,not furnished,880
1,180,4,4,2,10,acept,not furnished,5500
0,84,3,1,1,3,acept,not furnished,1200
1,225,4,5,4,22,acept,furnished,9000
1,230,4,3,4,17,not acept,furnished,6000
0,350,2,2,2,0,acept,not furnished,4300
1,45,1,1,0,0,not acept,not furnished,1200
1,208,4,4,3,1,acept,furnished,8000
1,48,2,1,1,12,not acept,not furnished,2050
1,360,4,5,2,7,acept,not furnished,15000
0,74,3,2,1,4,acept,not furnished,1000
1,37,1,1,1,20,acept,not furnished,3700
1,260,5,5,4,20,not acept,not furnished,8000
1,60,2,1,0,2,acept,not furnished,1445
1,50,2,1,0,1,acept,not furnished,2000
1,220,3,4,4,10,acept,not furnished,7000
1,375,4,4,3,0,acept,not furnished,6400
1,55,2,1,1,19,acept,furnished,2100
1,35,1,1,0,1,not acept,not furnished,1305
1,80,1,1,0,0,not acept,not furnished,2000
1,700,5,8,3,0,acept,not furnished,12000
0,80,3,1,0,6,acept,not furnished,1000
1,300,3,3,2,11,acept,furnished,7650
0,420,5,3,3,0,not acept,not furnished,4000
1,190,3,4,4,5,acept,not furnished,11000
1,300,4,5,4,9,acept,furnished,7000
0,50,1,1,0,2,acept,not furnished,1080
1,45,1,1,0,1,not acept,not furnished,1100
1,64,2,1,1,24,not acept,not furnished,1817
1,140,3,4,3,8,acept,furnished,9500
1,89,2,3,1,0,acept,furnished,5700
1,50,2,2,1,0,not acept,not furnished,2175
1,200,3,2,3,0,acept,not furnished,3950
1,80,2,1,0,16,acept,not furnished,1863
1,400,4,3,2,0,acept,not furnished,8000
1,53,2,2,1,7,acept,not furnished,2350
0,63,2,1,1,0,not acept,not furnished,1750
1,200,2,3,1,2,not acept,furnished,13000
1,50,2,1,1,7,not acept,furnished,1357
1,260,4,4,3,13,acept,not furnished,15000
0,78,2,1,1,8,acept,not furnished,1468
1,368,4,5,4,1,acept,not furnished,5000
1,32,1,1,1,14,not acept,furnished,1700
1,83,3,2,2,11,acept,not furnished,7521
1,140,3,3,2,0,acept,not furnished,3800
1,155,4,5,3,14,not acept,not furnished,6000
1,102,2,1,0,3,acept,not furnished,2000
0,120,3,3,3,8,not acept,not furnished,2700
1,103,3,2,1,0,acept,not furnished,4200
0,230,3,3,3,6,acept,not furnished,4500
1,340,4,3,8,0,acept,not furnished,13000
0,480,3,6,4,0,acept,not furnished,5400
1,400,5,5,5,0,acept,not furnished,6400
0,58,2,1,1,3,acept,not furnished,950
1,92,2,1,1,16,acept,not furnished,6000
0,151,2,2,1,8,acept,furnished,2000
1,42,1,1,1,7,not acept,furnished,2800
1,170,3,2,2,0,acept,not furnished,4200
1,180,4,3,2,11,acept,furnished,9000
1,23,1,1,0,23,acept,not furnished,2100
1,285,4,4,4,17,acept,not furnished,15000
1,277,3,3,0,11,acept,not furnished,8500
1,214,3,2,5,4,acept,not furnished,14000
1,230,3,4,1,8,acept,furnished,6750
1,200,4,4,2,9,acept,furnished,7000
1,20,1,1,0,0,acept,furnished,2460
1,28,1,1,0,1,not acept,furnished,1750
1,90,2,2,0,0,acept,not furnished,1750
1,112,3,2,3,3,acept,not furnished,2500
1,224,4,5,2,0,acept,not furnished,3800
1,214,4,6,4,4,acept,furnished,11000
1,42,1,1,0,3,acept,furnished,2456
1,80,2,1,0,0,not acept,not furnished,1400
1,160,3,3,2,0,acept,not furnished,2500
1,34,1,1,0,9,acept,not furnished,4600
0,189,3,3,3,19,acept,not furnished,9800
1,30,1,1,0,4,acept,furnished,3200
1,311,4,5,6,4,acept,furnished,14000
1,92,3,1,0,1,not acept,furnished,1700
1,48,2,1,1,3,acept,not furnished,1550
1,192,3,1,0,0,not acept,not furnished,1600
0,145,4,3,2,8,acept,not furnished,5700
1,33,1,1,1,18,not acept,furnished,3500
1,16,1,1,0,1,not acept,not furnished,850
1,80,2,2,1,8,acept,furnished,3452
0,60,2,1,1,3,acept,not furnished,450
1,79,3,2,2,3,acept,not furnished,2200
1,193,2,4,4,7,acept,not furnished,13000
1,300,3,3,5,0,acept,not furnished,5400
1,90,3,1,1,2,acept,not furnished,3000
1,55,2,2,1,2,acept,furnished,1200
1,130,4,4,3,2,acept,not furnished,3000
0,67,3,1,1,1,not acept,not furnished,900
0,70,1,2,1,6,acept,furnished,2500
1,105,3,3,2,4,not acept,not furnished,2720
1,400,3,5,5,0,acept,not furnished,12500
1,44,1,1,0,6,acept,not furnished,2800
1,50,1,1,1,10,not acept,furnished,7800
1,70,1,1,0,0,acept,not furnished,1200
1,174,3,1,2,0,acept,not furnished,3600
1,84,3,2,2,7,acept,furnished,2200
1,100,2,1,1,11,acept,not furnished,4000
1,250,4,3,3,0,acept,not furnished,4350
1,48,1,1,1,2,not acept,not furnished,2300
1,64,2,1,1,16,not acept,not furnished,1727
1,104,3,3,2,8,not acept,not furnished,4000
1,347,4,5,4,5,acept,furnished,12000
1,66,2,2,1,4,not acept,not furnished,1868
1,100,2,3,2,9,acept,not furnished,12960
1,67,2,2,1,9,acept,not furnished,1970
1,120,3,3,2,0,acept,not furnished,2900
0,45,1,1,0,4,acept,not furnished,700
1,40,1,1,0,0,not acept,furnished,860
1,127,3,4,2,6,not acept,furnished,3500
0,54,2,1,1,3,acept,not furnished,1099
0,78,3,2,2,3,acept,furnished,2150
1,524,4,5,3,0,acept,furnished,11050
1,25,1,1,0,2,not acept,furnished,1750
1,150,3,3,1,9,acept,not furnished,13000
1,163,3,4,3,13,acept,furnished,3000
0,380,3,3,5,0,acept,not furnished,6500
1,55,1,2,0,1,acept,not furnished,1400
1,162,2,2,1,12,acept,furnished,5000
0,53,2,1,1,1,acept,not furnished,510
1,330,4,2,5,0,acept,not furnished,1870
1,33,1,1,1,5,acept,furnished,3700
1,80,4,2,1,0,acept,not furnished,2700
1,400,3,4,5,0,acept,furnished,9500
1,116,3,4,2,4,acept,not furnished,8000
1,140,3,4,3,18,acept,not furnished,4000
1,210,4,4,3,0,acept,furnished,4700
1,52,2,1,0,4,acept,not furnished,1340
1,25,1,1,1,4,not acept,furnished,3070
1,450,8,5,5,0,acept,not furnished,8000
1,44,1,1,0,4,not acept,not furnished,1450
1,50,1,1,0,0,acept,not furnished,700
1,56,2,2,1,7,acept,not furnished,3100
0,119,2,2,0,10,acept,furnished,5150
1,100,3,2,2,10,acept,not furnished,3500
0,200,3,5,4,0,acept,furnished,5500
1,102,3,2,1,10,acept,not furnished,3315
1,65,2,2,2,4,acept,not furnished,5000
1,213,4,5,4,18,acept,not furnished,9900
1,210,3,5,5,20,acept,furnished,8000
1,74,2,2,2,8,not acept,not furnished,3300
1,178,4,5,4,27,acept,not furnished,9800
1,90,2,1,1,1,acept,not furnished,3000
1,200,3,3,2,8,acept,not furnished,12000
0,70,3,1,1,11,acept,furnished,1450
0,53,2,2,1,0,acept,furnished,1900
0,68,3,1,1,2,acept,not furnished,1100
1,60,2,1,1,6,acept,not furnished,2800
1,62,2,1,1,3,acept,not furnished,1250
0,37,1,1,1,2,acept,not furnished,555
0,50,1,1,1,14,acept,furnished,1300
1,45,1,1,2,7,acept,not furnished,1700
1,50,2,2,1,3,not acept,not furnished,3700
1,76,3,1,2,2,acept,furnished,2340
1,71,2,2,1,0,acept,not furnished,1830
1,270,4,5,2,4,acept,not furnished,5500
1,90,2,2,2,17,acept,furnished,12200
1,93,3,2,2,18,acept,not furnished,3400
1,140,3,4,2,2,acept,not furnished,2800
1,75,1,1,1,11,acept,not furnished,1500
1,62,2,2,1,3,acept,not furnished,2650
1,65,3,2,1,6,acept,not furnished,2039
1,93,3,3,2,7,acept,furnished,3750
1,50,1,1,0,0,not acept,not furnished,1093
0,63,2,1,1,0,not acept,not furnished,1750
1,350,4,5,5,17,acept,furnished,15000
1,447,5,4,6,0,acept,not furnished,15000
1,194,4,3,2,7,acept,not furnished,2999
1,200,4,2,4,0,acept,not furnished,5800
1,54,2,2,2,5,acept,not furnished,2735
1,180,2,1,4,0,acept,not furnished,7000
1,140,3,2,1,13,acept,not furnished,2900
1,127,3,2,2,9,acept,not furnished,4000
1,120,2,3,0,2,acept,not furnished,3300
1,225,4,2,2,11,acept,not furnished,6500
1,87,3,2,2,9,not acept,not furnished,2600
0,66,1,1,2,2,acept,not furnished,1600
1,120,3,3,2,0,acept,not furnished,8900
1,500,3,6,0,0,acept,not furnished,7000
1,190,4,4,3,17,acept,not furnished,6000
0,65,2,2,1,4,not acept,not furnished,1000
1,65,2,2,1,10,acept,not furnished,2613
1,258,4,5,3,4,acept,furnished,5000
1,70,1,2,0,2,acept,not furnished,2035
1,84,2,2,0,5,acept,furnished,2500
1,50,1,1,0,0,not acept,not furnished,880
1,220,4,4,3,1,acept,not furnished,3500
1,56,2,2,2,17,acept,furnished,2500
1,189,3,3,0,5,acept,not furnished,4100
1,35,1,1,1,24,acept,furnished,2200
1,25,1,1,0,7,not acept,furnished,2000
1,200,3,3,3,0,acept,not furnished,2700
1,35,1,1,1,1,not acept,furnished,3486
0,66,2,1,1,0,acept,not furnished,1100
1,310,4,4,4,21,acept,not furnished,14000
1,200,3,4,8,0,acept,not furnished,7000
1,54,2,2,1,12,acept,not furnished,2800
1,200,3,4,2,3,acept,not furnished,9800
0,80,2,2,1,1,acept,furnished,3000
0,79,2,1,1,3,not acept,not furnished,1000
1,120,3,3,3,1,acept,not furnished,2100
1,44,1,1,1,5,acept,furnished,2572
1,55,2,1,1,4,acept,not furnished,1100
1,182,3,3,5,0,acept,not furnished,4200
1,40,1,1,1,10,not acept,furnished,4860
1,42,1,1,0,7,acept,furnished,2150
1,20,1,1,0,0,acept,furnished,1800
1,115,3,2,1,9,acept,furnished,6300
1,80,1,1,1,0,not acept,not furnished,700
1,102,3,3,2,15,acept,not furnished,4271
1,120,3,3,1,5,acept,not furnished,3000
1,35,1,1,1,1,not acept,furnished,3486
1,420,4,6,4,0,acept,not furnished,6500
1,55,1,1,1,4,not acept,furnished,3200
1,37,1,1,0,1,acept,not furnished,850
0,74,3,2,2,15,acept,not furnished,4200
1,50,1,1,0,2,not acept,not furnished,2400
1,200,3,2,3,0,acept,furnished,6000
1,1600,4,5,12,0,acept,not furnished,7900
1,133,2,3,3,0,not acept,not furnished,3500
1,140,3,3,2,0,acept,not furnished,5000
1,35,1,1,0,16,not acept,furnished,1500
1,273,3,5,4,5,acept,not furnished,10900
1,140,2,3,2,2,acept,not furnished,4000
1,40,1,1,1,5,acept,not furnished,2100
1,72,2,1,0,1,acept,not furnished,1020
1,200,3,4,3,6,acept,furnished,5058
1,250,2,2,8,0,acept,furnished,4500
1,120,3,2,2,0,acept,not furnished,4800
1,300,3,4,3,1,acept,furnished,4000
0,160,2,1,2,0,acept,not furnished,3950
0,75,3,2,2,10,acept,not furnished,1800
1,200,4,4,2,4,acept,not furnished,3500
1,300,3,2,0,0,acept,furnished,8300
1,400,4,6,1,8,not acept,not furnished,4000
1,50,1,1,0,0,not acept,not furnished,1150
0,46,1,1,1,5,acept,furnished,1950
1,80,2,3,0,0,acept,not furnished,1700
1,64,2,2,2,25,not acept,not furnished,3500
1,97,2,2,0,9,not acept,not furnished,4550
1,151,3,3,3,13,acept,not furnished,4000
1,240,3,4,4,0,not acept,not furnished,4000
1,20,1,1,0,0,acept,furnished,1800
1,998,7,10,4,0,acept,furnished,15000
1,391,4,5,2,15,acept,not furnished,10000
1,221,3,5,4,9,acept,not furnished,10850
1,114,1,1,1,6,acept,not furnished,2800
0,83,2,1,1,1,not acept,not furnished,1000
0,58,2,1,1,2,acept,not furnished,1200
1,400,5,4,5,0,not acept,not furnished,13970
0,73,3,2,1,1,acept,not furnished,1800
0,135,2,2,2,2,acept,not furnished,3800
1,193,4,4,4,3,not acept,not furnished,9000
1,33,1,1,0,14,not acept,furnished,2300
1,125,3,3,1,9,acept,not furnished,2500
1,130,4,3,1,1,acept,not furnished,5400
1,307,4,6,4,0,acept,furnished,9100
1,17,1,1,0,1,not acept,furnished,2400
1,57,2,2,1,15,acept,not furnished,1911
1,227,4,4,3,5,acept,not furnished,6900
0,49,1,1,0,3,acept,not furnished,583
1,200,4,4,3,4,acept,not furnished,4970
1,330,4,4,5,0,acept,furnished,10000
1,52,2,1,1,2,acept,furnished,1598
1,240,4,4,5,14,acept,not furnished,4500
1,73,3,2,1,10,acept,not furnished,3500
1,60,1,1,0,4,not acept,not furnished,999
1,39,1,1,1,1,acept,furnished,2500
0,270,4,4,8,0,acept,not furnished,3200
1,244,3,4,2,0,acept,not furnished,4500
1,242,3,4,2,2,acept,not furnished,5000
1,200,5,3,2,1,acept,not furnished,9000
1,47,2,1,1,1,not acept,furnished,1390
0,51,1,1,1,1,acept,not furnished,820
0,44,1,1,1,7,not acept,not furnished,650
1,140,3,2,1,13,acept,not furnished,1486
1,120,3,3,3,18,acept,not furnished,2300
1,31,1,1,0,3,not acept,furnished,1900
1,72,2,2,1,11,acept,not furnished,3570
1,26,1,1,0,6,acept,furnished,2300
1,20,1,1,0,4,not acept,not furnished,1000
1,40,1,1,1,2,not acept,not furnished,1623
0,60,2,2,1,17,acept,furnished,2800
1,230,3,4,4,12,not acept,not furnished,6500
1,80,2,1,0,0,not acept,not furnished,1576
1,30,1,1,0,0,acept,not furnished,1090
1,93,3,2,2,3,acept,not furnished,3500
1,280,2,4,1,11,acept,not furnished,12000
1,102,2,1,0,3,acept,not furnished,2000
1,90,2,2,2,8,acept,not furnished,4500
1,45,1,1,1,15,not acept,furnished,5400
1,212,4,5,6,7,acept,not furnished,4500
1,140,4,3,2,0,not acept,not furnished,2600
1,95,3,2,2,1,acept,not furnished,1600
1,57,2,2,1,8,acept,not furnished,4150
1,145,3,3,2,4,acept,not furnished,2750
1,55,2,1,1,2,acept,not furnished,1000
1,30,1,1,1,7,not acept,not furnished,1790
1,130,3,3,2,7,acept,not furnished,1650
1,230,3,3,2,0,acept,not furnished,2460
1,65,2,2,2,2,not acept,not furnished,1971
1,86,3,2,2,10,acept,furnished,2900
1,25,1,1,0,0,acept,not furnished,1200
0,110,3,1,1,4,acept,not furnished,1200
1,45,2,1,0,2,not acept,not furnished,1500
0,132,4,2,2,5,acept,not furnished,3300
1,44,1,1,1,8,acept,not furnished,2200
1,58,1,1,2,2,acept,not furnished,2000
1,61,1,2,1,13,acept,not furnished,4000
0,54,2,1,1,13,acept,not furnished,1580
1,130,1,2,2,0,acept,not furnished,1750
1,75,3,2,1,13,not acept,furnished,2900
1,32,1,1,1,8,acept,furnished,3250
1,70,2,1,1,16,not acept,not furnished,2600
1,250,3,4,3,13,acept,not furnished,6000
1,80,2,2,1,1,not acept,furnished,3500
1,112,3,2,0,3,not acept,not furnished,3110
1,85,2,1,0,4,acept,furnished,2190
1,216,3,3,3,16,acept,not furnished,13000
1,34,1,1,1,4,acept,not furnished,3100
1,378,4,4,8,0,acept,furnished,10000
1,217,3,4,1,10,acept,not furnished,9000
1,160,4,2,2,0,acept,not furnished,2580
1,50,2,1,1,7,acept,not furnished,1100
1,480,4,4,6,0,acept,not furnished,10000
1,23,1,1,0,23,acept,not furnished,2050
1,70,1,1,0,8,acept,not furnished,3200
1,52,1,2,1,3,acept,furnished,4100
0,50,1,1,1,8,acept,not furnished,1826
1,48,2,1,1,7,acept,not furnished,1723
1,60,1,1,0,0,acept,not furnished,1300
1,40,1,1,0,0,not acept,not furnished,780
1,215,3,3,2,1,not acept,furnished,15000
0,87,3,1,0,15,acept,not furnished,1300
0,36,1,1,0,5,acept,not furnished,700
0,137,3,2,1,4,acept,not furnished,1800
1,20,1,1,0,3,acept,furnished,1800
0,154,3,3,1,14,not acept,not furnished,6500
0,50,1,1,1,3,acept,not furnished,800
1,330,3,6,4,0,acept,not furnished,8500
0,50,2,1,1,0,acept,not furnished,1150
1,80,2,1,1,0,acept,not furnished,1900
0,85,3,2,2,16,acept,furnished,3300
1,33,1,1,1,26,not acept,furnished,2000
0,47,1,1,0,8,acept,not furnished,520
0,79,2,2,2,1,acept,not furnished,1100
1,160,4,5,2,22,acept,furnished,6800
1,250,4,4,2,0,not acept,not furnished,5000
0,82,2,1,0,3,acept,not furnished,1090
1,40,1,1,1,5,not acept,not furnished,2800
1,300,3,3,8,0,acept,not furnished,5500
1,20,1,1,0,1,acept,furnished,1800
1,50,1,1,1,7,acept,furnished,5200
1,110,3,2,1,2,not acept,not furnished,4400
1,29,1,1,1,18,acept,furnished,3500
0,62,2,1,0,1,acept,not furnished,1200
1,80,2,1,1,2,acept,furnished,3500
1,57,2,2,2,5,acept,not furnished,1560
1,137,3,2,1,6,acept,not furnished,4700
1,60,1,2,1,0,acept,not furnished,1500
1,250,3,4,1,0,acept,not furnished,5000
1,20,1,1,0,4,acept,furnished,1800
1,87,3,2,3,3,acept,not furnished,1300
1,216,4,4,3,3,acept,furnished,8980
0,292,4,4,3,13,acept,not furnished,3750
1,116,3,2,2,5,acept,not furnished,2300
1,43,1,1,0,4,acept,not furnished,2372
0,197,3,3,2,8,acept,not furnished,2500
1,117,3,4,0,23,not acept,furnished,4100
1,204,4,3,1,2,acept,furnished,6000
1,480,5,7,5,19,acept,not furnished,8500
1,95,3,2,2,14,acept,furnished,4500
1,20,1,1,0,0,acept,not furnished,970
1,40,1,1,1,4,acept,furnished,5000
1,110,2,2,2,12,acept,not furnished,3800
1,90,3,2,0,8,acept,furnished,3000
1,143,3,3,1,1,acept,furnished,6750
1,160,3,2,1,0,acept,not furnished,4700
1,151,4,3,3,6,acept,not furnished,4000
1,110,3,2,0,1,acept,not furnished,2210
0,50,1,1,1,2,not acept,not furnished,1600
1,90,3,1,1,0,acept,not furnished,3915
1,222,4,3,4,15,acept,not furnished,6500
0,40,1,1,0,3,acept,not furnished,750
1,82,3,2,2,6,acept,furnished,2230
1,165,3,4,4,15,acept,not furnished,10000
1,35,1,2,1,2,acept,not furnished,1870
1,365,3,4,3,15,acept,not furnished,12000
1,160,4,4,0,9,acept,furnished,3175
1,33,1,1,1,5,acept,not furnished,1550
0,78,1,2,1,6,acept,not furnished,1840
1,30,1,1,0,8,acept,furnished,1694
1,68,2,1,1,15,acept,not furnished,2280
1,85,2,2,0,8,acept,furnished,4900
1,28,1,1,0,6,acept,furnished,2500
1,400,3,2,3,0,acept,not furnished,5500
1,45,2,2,0,0,not acept,not furnished,1630
1,233,4,3,4,0,acept,not furnished,14300
1,171,4,4,4,1,acept,not furnished,10000
1,217,4,4,3,5,acept,not furnished,6600
0,26,1,1,0,2,acept,not furnished,500
1,85,2,1,0,2,acept,not furnished,1800
1,44,1,1,1,13,not acept,furnished,4300
1,301,3,4,4,0,acept,not furnished,8000
1,100,3,3,2,6,acept,not furnished,5500
1,71,3,2,2,10,acept,not furnished,2500
1,139,3,2,0,7,acept,not furnished,8000
1,27,1,1,0,5,not acept,not furnished,3500
1,104,3,2,2,1,not acept,not furnished,3800
1,70,3,2,2,3,acept,not furnished,1659
1,47,1,1,0,2,acept,not furnished,1490
1,48,1,1,1,6,acept,not furnished,4250
0,47,1,1,0,2,acept,not furnished,1700
1,24606,5,4,4,12,acept,not furnished,8100
1,47,1,2,1,12,not acept,not furnished,3100
1,180,3,4,3,1,not acept,not furnished,5200
1,213,3,3,2,1,not acept,not furnished,6500
1,60,2,1,0,7,acept,not furnished,1350
1,350,6,4,1,0,acept,not furnished,9000
1,80,2,2,1,12,acept,not furnished,10000
1,79,2,2,2,18,not acept,furnished,6200
1,170,3,2,3,0,acept,not furnished,5000
0,48,1,1,0,4,not acept,not furnished,500
1,50,2,3,0,0,not acept,not furnished,1740
0,341,4,6,4,0,acept,not furnished,13000
1,300,4,4,6,7,not acept,furnished,5500
1,40,1,1,1,14,acept,not furnished,3000
0,77,3,1,2,3,acept,not furnished,1500
1,45,1,1,1,5,acept,furnished,3550
1,35,1,1,1,15,acept,not furnished,2300
1,210,4,4,4,4,not acept,not furnished,11500
1,46,1,1,0,3,acept,not furnished,1600
1,80,1,2,2,5,acept,not furnished,6522
1,360,3,5,2,1,acept,not furnished,15000
1,225,3,3,2,5,acept,not furnished,10800
0,60,1,1,1,5,acept,not furnished,1250
1,69,2,2,1,3,acept,not furnished,1400
1,137,3,3,1,9,acept,furnished,5500
1,129,4,2,3,2,acept,furnished,5500
0,125,2,1,0,4,acept,not furnished,850
1,57,2,1,1,5,not acept,not furnished,2576
0,90,1,1,1,7,not acept,furnished,1680
1,100,3,2,1,0,not acept,not furnished,2400
1,53,2,2,1,10,acept,furnished,2400
1,160,4,4,2,3,not acept,not furnished,7000
1,150,3,2,1,5,acept,not furnished,5800
1,81,2,1,1,4,not acept,not furnished,3910
1,250,3,4,3,0,acept,not furnished,2830
1,141,4,3,1,5,not acept,not furnished,4320
1,60,2,1,0,6,acept,not furnished,1600
1,100,3,2,1,0,acept,not furnished,1700
1,105,3,1,0,1,acept,not furnished,3700
1,248,3,4,4,9,acept,not furnished,5500
0,128,4,2,1,7,not acept,not furnished,3400
1,56,2,1,0,3,acept,not furnished,1800
